,Inv Item,Labels,Text
5189,ARC-200476,Fitting,CATERPILLAR FITTING ELBOW ASSEMBLY INLET AFTERCOOLER CATERPILLAR 7N3392
5190,ARC-199785,Gasket - Engine - Misc,CATERPILLAR GASKET COVER CYLINDER BLOCK OBLONG CATERPILLAR 7C0307
5191,ARC-200634,Gasket - Engine - Misc,CATERPILLAR GASKET TURBOCHARGER EXHAUST CATERPILLAR 7N8875
5192,ARC-245159,Misc,NOSHOK GAUGE PRESSURE 2-1/2 DIAL 0-100 PSI 1/4 MNPT BRASS CONNECTION BOTTOM CONNECTION 304 SS CASE PHOSPHOR BRZ WETTED GLYCERINE FILL POLYCARBONATE LENS BLACK ON WHITE DIAL BLACK POINTER FACE NOSHOK 25.901 100
5193,ARC-186070,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD 52RX ARIEL CORP. KB0253H
5194,ARC-173594,Misc,COOPER-AJAX ROD CONTROL COOPER-AJAX A4199272
5195,ARC-202993,Sparkplug,CHAMPION SPARK PLUG SPARKPLUG 516 CHAMPION SPARK PLUG D16
5197,ARC-271462,Compressor Valve - Discharge,ARIEL CORP. VALVE DISCHARGE PK PLATES 70RX ARIEL COMPRESSOR ARIEL CORP. B0670ZN
5198,ARC-269962,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 635 PSI SET 0.122 SQ IN 1 MNPT X 1-1/2 FNPT WCB CS BODY GLASS FILLED PTFE SEAT 17-4 SS DISC 17-4 SS NOZZLE FLUOROCARBON/BUNA-N SEAL CLOSED CAP 17-7 PH SS SPRING ASME SECTION VIII - DIV 1
5199,ARC-242201,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 330 PSI SET 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 SERVICE SOUR GAS MERCER VALVE 9117D51T09E1
5200,ARC-242207,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 650 PSI SET 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 CARTRIDGE ONLY MERCER VALVE 9117D51T11E1
5201,ARC-229677,Flange,NONE FLANGE PIPE WELD NECK 2 NPS S40 900-1500 CLASS RF ASME B16.5 STL ASME SA-105
5202,ARC-195108,Gasket - Misc,CATERPILLAR GASKET WATER PUMP CATERPILLAR 2473796
5203,ARC-251520,Fitting,SWAGELOK TUBE CONNECTOR ELBOW 3/8 COMP X 3/8 MNPT 316 SS SWAGELOK SS60026
5204,ARC-197327,Gasket - Engine - Misc,CATERPILLAR GASKET THERMOSTAT CATERPILLAR 4N1156
5205,ARC-239456,Misc,KENCO KIT PROCESS VALVE REPAIR KLCE
5206,ARC-186049,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD DISCHARGE ARIEL CORP. KB0161H
5208,ARC-221960,Misc,ENDYN PICK-UP MAGNETIC ENDYN BM11298AA
5209,ARC-271103,Compressor Valve - Parts,ARIEL CORP. PLATE VALVE 0.079 THK PK 52RX ARIEL CORP. A24985
5210,ARC-198754,Plug,CATERPILLAR PLUG ELECTRICAL CATERPILLAR 5S7433
5211,ARC-269046,Misc,CDR STRAINERS & FILTERS STRAINER BASKET 2 300 CLASS S80 4 LG CS BODY 1/8 DIA PERF #60 MESH SS MESH 200% OPEN AREA MESH OUTSIDE
5212,ARC-182153,Compressor Valve - TBD,ARIEL CORP. VALVE COMPRESSOR CYLINDER ARIEL CORP. B0334H
5213,ARC-181776,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION ARIEL CORP. B0252E
5214,ARC-245766,Fitting,PARKER HANNIFIN TUBE CONNECTOR GAUGE 1/4 COMP X 1/8 FNPT 316 SS PARKER HANNIFIN 4FSC2N316
5215,ARC-181415,Gasket - Compressor - Misc,ARIEL CORP. GASKET COMPRESSOR ARIEL CORP. B0026
5216,ARC-186420,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD PEEK PLATES 75CFT
5217,ARC-212372,Solenoid,NAPA ECHLIN SWITCH SOLENOID 80A 12V
5218,ARC-195834,Misc,CATERPILLAR TUBE CATERPILLAR 2W0377
5219,ARC-224075,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE MT PLATES 42RX REBUILT ARIEL CORP. B3688AA
5220,ARC-205778,Belt,DAYCO BELT V HEAVY DUTY 1 BAND 96 LG 0.656 TOP WD 0.406 THK B RBR POLYESTER CORD DAYCO B93
5221,ARC-240976,Block,LINCOLN BLOCK DISTRIBUTION 6S LINCOLN MC6S
5222,ARC-196336,Misc,CATERPILLAR FAN FOR ALTERNATOR CATERPILLAR 3E5454
5223,ARC-206491,Hose,DIXON FITTING HOSE 1
5224,ARC-234742,Misc,GOULD FUSE 1/4A CERAMIC GOULD GAB1/4
5225,ARC-189977,Regulator - Pressure,BELGAS REGULATOR PRESSURE 2 FNPT 3/8 DIA 1000 PSI 5/20 PSI GAS ASME SA-395 CAST DI BODY NITRILE DIAPHRAGM TEMPERATURE RANGE -20 F TO 180 F ALUMINUM ORIFICE NITRILE DISC MODEL P627 BELGAS P62716020006010
5226,ARC-221444,Misc,CUMMINS ROCKER ARM LEVER CUMMINS 4090591
5227,ARC-192752,Misc,CATERPILLAR SPACER ENGINE CATERPILLAR 1149224
5228,ARC-251619,SS Tubing,SWAGELOK TUBING NUT 1/2 TUBE SS W/FERRULE SWAGELOK SS810NFSET
5229,ARC-209904,Misc,SSP TUBE UNION TEE 3/8 COMP X 3/8 COMP 316 SS SSP D6UT
5230,ARC-241922,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 220 PSI SET 1/2 ORIFICE 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151T39G11
5231,ARC-233834,Misc,GEMINI COUNTERWEIGHT PISTON ROD 5 IN GEMINI 4067733
5232,ARC-195052,Gasket - Engine - Misc,CATERPILLAR KIT GASKET G3406 CATERPILLAR 2341874
5233,ARC-270535,Compressor Valve - Rebuild Kit,NONE KIT COMPRESSOR VALVE REBUILD DISCHARGE KT4258310
5234,ARC-186967,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REPAIR MTX PLATES 70CRO ARIEL CORP. KB3057BB
5235,ARC-172900,Misc,AMERICAN INDUSTRIAL COMPONENTS RAW MATERIAL 12 X 10 TEFLON AMERICAN INDUSTRIAL COMPONENTS 12X10
5236,ARC-247566,Misc,PARKER HANNIFIN NIPPLE PIPE HEX 1/4 MNPT STL PARKER HANNIFIN 44MHNS
5237,ARC-197510,Misc,CATERPILLAR TUBE CATERPILLAR 4P2113
5238,ARC-255787,Misc,WAUKESHA TUBE OIL TO ROCKER ARM L7042G WAUKESHA 176549L
5239,ARC-200899,Misc,CATERPILLAR SUPPORT CATERPILLAR 7W7483
5240,ARC-221482,Fitting,DK-LOK USA TUBE CONNECTOR STRAIGHT 1/4 COMP X 1/4 MNPT SS DK-LOK USA DMCZ-4-4N-S
5242,ARC-178878,Compressor Valve - Parts,ARIEL CORP. PLATE VALVE SPRING 0.039 THK 98R1 ARIEL CORP. A1075
5243,ARC-169387,Misc,GLOBAL GLOVE & SAFETY MFG INC GLOVES CUT RESIST M GREY ELASTIC WRIST CUT LEVEL 3
5244,ARC-175443,Compressor Valve - Discharge,COOPER-AJAX VALVE COMPRESSOR CYLINDER DISCHARGE REBUILT COOPER-AJAX YVD30
5245,ARC-188075,Alternator,ARROW ENGINE ALTERNATOR LOW VOLTAGE ARROW ENGINE 69753LV
5246,ARC-212711,Belt,GATES BELT V HEAVY DUTY 1 BAND 163 LG 0.656 TOP WD 0.406 THK B RBR POLYESTER CORD GATES B160
5247,ARC-192498,Misc,CATERPILLAR BRACE FAN DRIVE CATERPILLAR 1079345
5248,ARC-246391,Misc,PRECISION INSTRUMENT GAUGE PRESSURE 2-1/2 DIAL 0-1000 PSI 1/4 MNPT BRASS CONNECTION BOTTOM CONNECTION 304 SS CASE GLYCERINE FILL GLASS LENS PRECISION INSTRUMENT S201L254M
5249,ARC-201801,Misc,CATERPILLAR LEVER G3306 CATERPILLAR 9F8249
5250,ARC-182288,Piston - Compressor - Misc,ARIEL CORP. NUT PISTON PLAIN FINISH ARIEL CORP. B0592
5251,ARC-238016,O-Ring,IPD O-RING SEAL IPD 1251372
5252,ARC-227161,Misc,CORDOVA SAFETY PRODUCTS GLOVES CUT RESIST/TACTILE S WHITE ELASTIC WRIST CUT LEVEL 3
5253,ARC-169396,Misc,RINGERS GLOVES GLOVES CUT RESIST/IMPACT M GREY/BLACK ELASTIC WRIST CUT LEVEL 5 HI-VIS RINGERS GLOVES 06009
5254,ARC-231522,Belt,GATES BELT V HEAVY DUTY 1 BAND 133 LG 0.656 TOP WD 0.406 THK B RBR POLYESTER CORD GATES B130
5255,ARC-249036,Misc,SCIENTIFIC LININGS & COATINGS CAP RAIN 6 NPS YELLOW PVC WITH LANYARD AND ANCHOR RING FOR RELIEF VALVE SCIENTIFIC LININGS & COATINGS WCL6
5256,ARC-247631,Fitting,PARKER HANNIFIN TUBE CONNECTOR ELBOW 1/4 COMP X 1/8 MNPT 316 SS PARKER HANNIFIN 4MSEL2N316
5257,ARC-251366,Fitting,SWAGELOK TUBE CONNECTOR STRAIGHT 1 COMP X 1 MNPT 316 SS SWAGELOK SS1610116
5258,ARC-243138,Hose,METRON TECHNOLOGY HOSE 1-1/2 ID 24 LG 1-1/2 MNPT X 1-1/2 FJIC SS METRON TECHNOLOGY MH112X24FJXMP
5259,ARC-187569,Misc,ARROW ENGINE HOUSING FILTER AIR AIR ARROW ENGINE 199421
5260,ARC-180010,Piston - Compressor - Ring ,ARIEL CORP. RING PISTON WEAR BAND 8-3/8 DIA JGRJ ARIEL CORP. A2993
5261,ARC-270141,Seal - Engine,CATERPILLAR SEAL PUMP NITRILE CATERPILLAR 1757904
5262,ARC-178989,Compressor Valve - Parts,ARIEL CORP. SEAT COMPRESSOR VALVE SUCTION ARIEL CORP. A1160
5263,ARC-193525,Switch - Engine,CATERPILLAR SWITCH PRESSURE CATERPILLAR 1501240
5264,ARC-247682,Misc,PARKER HANNIFIN TUBE UNION TEE 3/8 COMP X 3/8 COMP CAD PLTD STL PARKER HANNIFIN 666JBZS
5265,ARC-182208,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE REBUILT ARIEL CORP. B0391F
5266,ARC-186410,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REPAIR PEEK PLATES 105RO ARIEL CORP. KB1365M
5267,ARC-173812,Motor,COOPER-AJAX STATOR COOPER-AJAX BM11439A
5268,ARC-193854,Misc,CATERPILLAR RETAINER CATERPILLAR 1780565
5269,ARC-218249,Seal - Engine,CATERPILLAR SEAL CATERPILLAR 1135304
5270,ARC-211405,Misc,ENDYN SPRING VALVE
5271,ARC-221321,Switch - Misc,CPI SWITCH PROXIMITY SPST TRABON CPI 65004000000PRXT
5272,ARC-243457,Switch Gauge,MURPHY SWITCHGAUGE TEMPERATURE 130-250 DEG F/60-121 DEG C POLYCARBONATE LENS 6-1/2' CAPILLARY CU BULB MURPHY 20T250612
5273,ARC-261943,Filter - Misc,WESTERN FILTER FILTER ELEMENT
5274,ARC-269281,Gasket - Misc,GHX INDUSTRIAL GASKET SPIRAL WOUND 3 NPS 300 CLASS FLEXIBLE GRAPHITE FILLER 304 SS INNER RING 304 SS WINDING
5275,ARC-199446,Misc,CATERPILLAR KIT GASKET CATERPILLAR 6V1185
5276,ARC-268916,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD SUCTION NYX PLATES 70CRE ARIEL CORP. KB8088T
5277,ARC-179528,Piston - Compressor - Ring ,ARIEL CORP. RING PISTON 10-3/8 DIA R:RJ ARIEL CORP. A1758
5278,ARC-231283,Belt,GATES BELT V 1 BAND 132 LG 0.625 TOP WD 0.328 THK 5V RBR POLYESTER CORD GATES 5V1320
5279,ARC-226522,Misc,CATERPILLAR CLIP BOTTOM 2.756 LG X 0.984 WD X 0.591 HT CATERPILLAR 3017792
5280,ARC-255023,Misc,WAUKESHA COUPLING DRIVE FOR MAGNETO DRIVE WAUKESHA 157869D
5281,ARC-211842,Piston - Compressor - Ring,ENDYN KIT PISTON RING 8-1/2 DIA ENDYN YAE5105850
5282,ARC-251813,Valve - Relief,TAYLOR VALVE RELIEF CONVENTIONAL SPRING DESIGN 125 PSI SET 1 MNPT X 1 FNPT -15 DEG F TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 BACKFLOW PREVENTER BACKFLOW PREVENTER FIELD TEST CONNECTION TAYLOR 82E4351311
5283,ARC-195029,Bearing - Engine - Main,CATERPILLAR BEARING SLEEVE CRANKSHAFT ENGINE MODEL G3304/G3306 CATERPILLAR 2323233
5284,ARC-267516,Hose,SCHADER HOSE RADIATOR 3 DIA SILICONE SCHADER SCH55153000
5285,ARC-181401,Crosshead - Misc,ARIEL CORP. NUT CROSSHEAD 0.7 LB JGAMP ARIEL CORP. B0015
5286,ARC-247532,Misc,PARKER HANNIFIN TEE PIPE 1/4 FNPT RUN 316 SS MAWP= 5600 PSI PARKER HANNIFIN 444FTSS
5287,ARC-188670,Valve - Misc,ASCO VALVE  INC VALVE GAS SHUT-OFF 1 FNPT ALUM 24 VOLT DC 1-5/8 ORIFICE ASCO VALVE  INC 8214250CSA77
5288,ARC-233361,Adapter - Misc,GEMINI ADAPTER GEMINI 405045
5289,ARC-187589,Misc,ARROW ENGINE CAP RADIATOR
5290,ARC-190301,Misc,NONE CLAMP PIPE 2 CS
5291,ARC-205015,Fitting,COOPER CROUSE HINDS FITTING CONDUIT CORD GRIP 1/2 MNPT
5292,ARC-238508,Exhaust - Misc,IPD GASKET EXHAUST MANIFOLD FIBER IPD 9Y1979
5294,ARC-218467,Compressor Valve - Parts,ARIEL CORP. PLATE VALVE 0.079 THK PEEK 98RX ARIEL CORP. A19945
5295,ARC-169293,Plug,ABBATRON PLUG STL
5296,ARC-267224,Plug,NONE PLUG HEADER STL
5297,ARC-189029,Shaft - Cooler,AIR-X-CHANGER (EADS) SHAFT DRIVE 2-3/16 DIA FAN WITH 1/2 SQUARE KEYS EACH END  6 KEYWAY LENGTH (DRIVE END) AIR-X-CHANGER (EADS)
5298,ARC-178361,Misc,ARIEL CORP. SPACER IDLER
5299,ARC-175534,Compressor Valve - TBD,COOPER-AJAX VALVE COMPRESSOR CYLINDER REVERSIBLE REBUILT COOPER-AJAX YVS424
5300,ARC-234415,Compressor Valve - TBD,GEMINI VALVE COMPRESSOR CYLINDER FULL FLOW GEMINI 4WPS1284
5301,ARC-242043,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 165 PSI SET 70 DEG F 131 TO 200 PSI 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY VITON 90 DURO SEAT 304 SS DISC CS BONNET 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP 17-7 PH SS SPRING ASME S
5303,ARC-226041,Misc,DROPSA ELEMENT METERING LUBE DISTRIBUTION BLOCK DROPSA SMX12S
5304,ARC-189403,Filter - Air,BALDWIN FILTER ELEMENT OUTER 3.468 ID 6.094 OD 12.375 LG AIR BALDWIN PA1681FN
5305,ARC-238845,Filter - Misc,JONELL FILTER ELEMENT SEPARATOR 3.5 OD 18 LG
5306,ARC-197138,Gasket - Engine - Misc,CATERPILLAR GASKET OIL PUMP NON-ASBESTOS CATERPILLAR 4L3437
5307,ARC-186429,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REPAIR NYLON PLATES 98CRO ARIEL CORP. KB1411S
5308,ARC-213042,Misc,NONE PLATE ORIFICE PADDLE 4.750 BORE DIA CONCENTRIC 6 NPS RF 300 CLASS 1/8 THK CS
5309,ARC-202134,Sensor - Engine,CATERPILLAR SENSOR PRESSURE 3500 CATERPILLAR 9X5392
5310,ARC-248089,Misc,PYROMATION THERMOCOUPLE K 1/4 SHEATH DIA 8 STEM LG 0 TO 1200 DEG F UNGROUNDED 15' WIRE LG MINIATURE BORE-THRU FITTING MOUNT
5311,ARC-195324,Misc,CATERPILLAR TUBE CATERPILLAR 2958934
5312,ARC-242001,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1315 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151T45G21
5313,ARC-242019,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 25 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY VITON 90 DURO SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151V05G11
5314,ARC-242174,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 500 PSI SET 3/4 MNPT X 1 FNPT SS BODY VITON 90 DURO SEAT 440C SS DISC 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1
5315,ARC-241208,MRO,LOCTITE ADHESIVE INSTANT 1 OZ BOTTLE LOCTITE 495
5316,ARC-248621,Filter - Misc,ROYAL FILTER ELEMENT ROYAL RA1363
5317,ARC-247689,Fitting,PARKER HANNIFIN TUBE CONNECTOR ELBOW 3/8 COMP X 3/8 MNPT STL CAD PLTD PARKER HANNIFIN 66CBZS
5318,ARC-183921,Packing Kit,ARIEL CORP. KIT REBUILD 1-1/8 ROD WIPER PACKING ARIEL CORP. B2679K
5319,ARC-225047,Misc,KENCO KIT REPAIR SIGHT GLASS
5320,ARC-194475,Gasket - Misc,CATERPILLAR GASKET WATER INLET CATERPILLAR 1S5772
5321,ARC-187210,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD NYX PLATES 105CRE ARIEL CORP. KB4638U
5322,ARC-231022,Motor,GAST MOTOR PNEUMATIC 4 HP 3000 RPM PRELUBE PUMP GAST 6AMFRV17A
5323,ARC-234082,Piston - Compressor,GEMINI PISTON COMPRESSOR 3 DIA MPS GEMINI 425119
5324,ARC-245322,Plug,OHMSTEAD PLUG TAPERED
5325,ARC-195689,Misc,CATERPILLAR SLEEVE PIPE CATERPILLAR 2N8866
5326,ARC-203068,Sparkplug,CHAMPION SPARK PLUG SPARKPLUG 7/8 HEX 0.020 GAP GASKET #641 CHAMPION SPARK PLUG RM77N
5327,ARC-227300,Transmitter - Pressure,ENBASE TRANSMITTER PRESSURE COMPOUND ENBASE ENBASE SEN100230V30
5328,ARC-183434,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION ARIEL CORP. B1890E
5329,ARC-183436,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION STL PLATES 52RX ARIEL CORP. B1890F
5330,ARC-242175,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING  1500 PSI SET 3/4 MNPT X 1 FNPT SS BODY VIRGIN PEEK SEAT 440C SS DISC 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP 17-7 PH SS SPRING ASME SECTION VIII - DIV 1 MERCER VALVE 9112C61P11C1
5331,ARC-241923,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 225 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151T09G11
5332,ARC-255180,Gasket - Misc,WAUKESHA GASKET WAUKESHA 163279
5333,ARC-201176,Sensor - Engine,CATERPILLAR COIL SENSOR CATERPILLAR 8L4171
5334,ARC-210817,Misc,ENDYN ELBOW RUB SEAL ENDYN BM118526
5335,ARC-223383,Fluid Analysis Sample Kit,CORTEC CORP. FLUID CORROSION INHIBITOR 11 OZ AEROSOL METAL SUBSTRATES EXPOSED TO HARSH OUTDOOR CONDITIONS CORTEC CORP. VPCI368
5336,ARC-251065,Misc,PARASYN GREASE PARASYN 70
5337,ARC-270177,Compressor Valve - Rebuild Kit,AFTERMARKET KIT COMPRESSOR VALVE REPAIR MT PLATES 88RX AFTERMARKET 4271774
5338,ARC-265106,Misc,WOODWARD LEVER GOVERNOR TG-13 WOODWARD 5394159
5340,ARC-199722,Misc,CATERPILLAR ROD END CATERPILLAR 6V8917
5341,ARC-169514,Sensor - Engine - Exhaust,WAUKESHA SENSOR GAS OXYGEN POST-CATALYST SENSING 7044GSI WAUKESHA 740133
5342,ARC-242028,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 100 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY VITON 90 DURO SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151V08G11
5343,ARC-231302,Belt,GATES BELT V COGGED 1 BAND 170 LG 0.625 TOP WD 0.546 THK 5VX RBR POLYESTER CORD GATES 5VX1700
5344,ARC-186741,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD 98CRO NYLON PLATES CONSISTS OF: O-RING P/N A0004 (4.395 OD VITON) 1 EACH STEEL GASKET P/N A0014 (4.320 DIA) 1 EACH SPRING P/N A0311 (.354/.276DIA X .70) 3 EACH SPIROL PIN P/N A0102 (.091 DIA) 1 EACH VALVE PLATE
5345,ARC-189273,Filter - Oil,BALDWIN FILTER ELEMENT OIL 5.031 OD 7 LG 1/2 NPT BALDWIN BT28710
5346,ARC-201083,O-Ring,CATERPILLAR O-RING SEAL NITRILE 75 DUROMETER CATERPILLAR 8F4994
5347,ARC-233500,Misc,GEMINI PLATE BUFFER GEMINI 4056142
5348,ARC-184275,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE VALVE REBUILT ARIEL CORP. B3396BBR
5349,ARC-241895,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING  150 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 REBUILT MERCER VALVE 8117151T11G11
5350,ARC-241993,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING  1200 PSI SET 1/2 ORIFICE 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 REBUILT MERCER VALVE 8117151T45G21
5351,ARC-241905,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1250 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151P654G11
5352,ARC-241953,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1000 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 REBUILT MERCER VALVE 8117151T6
5353,ARC-241968,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 680 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151T60G11
5354,ARC-231659,Belt,GATES BELT V HEAVY DUTY 1 BAND 99 LG 0.875 TOP WD 0.531 THK C RBR POLYESTER CORD GATES C95
5355,ARC-240920,Misc,LINCOLN DISC RUPTURE 3250 PSI BURST PURPLE LINCOLN 6981322
5356,ARC-240975,Block,LINCOLN BLOCK DISTRIBUTION 24T
5357,ARC-198630,Misc,CATERPILLAR HOUSING CATERPILLAR 5P7306
5358,ARC-173200,Fuel Injector,COOPER-AJAX KIT REPAIR INJECTOR
5359,ARC-186530,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD 60RX ARIEL CORP. KB1633M
5360,ARC-178833,Compressor Valve - Parts,ARIEL CORP. SEAT COMPRESSOR VALVE DISCHARGE ARIEL CORP. A10454A
5361,ARC-233901,Crankshaft - Compressor,GEMINI SHAFT DRIVE LUBRICATOR LUBRICATOR GEMINI 4076837
5362,ARC-192452,Misc,CATERPILLAR STUD THREADED CATERPILLAR 1061792
5363,ARC-249450,Switch - Misc,SQUARE D SWITCH PUSH BUTTON 30 MM METAL ROUND TYPE K SQUARE D 9001KR1U
5364,ARC-182136,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION 52RX ARIEL CORP. B0333F
5365,ARC-243384,Controller - Oil Level,MURPHY ASSEMBLY GLASS AND GASKET MURPHY 20000031
5366,ARC-188652,Valve - Misc,ARROW VALVE COVER VALVE VRG330 ARROW VALVE 217139
5367,ARC-273476,Misc,MAXIM ELBOW EXHAUST 4 DIA 90 DEG CS MAXIM M23400
5368,ARC-189262,Filter - Oil,BALDWIN FILTER ELEMENT OIL 4.25 OD 7.344 LG 0.875 BALDWIN BT124
5369,ARC-221149,Misc,ARIEL CORP. GLASS KIT SIGHT 1 4 BOLT MOUNTING HIGH TEMPERATURE ARIEL CORP. A19344
5370,ARC-219108,Misc,PROTO TOOL TESTER  COMPRESSION PROTO JCTR10
5371,ARC-172665,Compressor Valve - Rebuild Kit,AFTERMARKET KIT COMPRESSOR VALVE REBUILD AFTERMARKET KB1277P
5372,ARC-186076,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD 60RX ARIEL CORP. KB0254G
5373,ARC-186337,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD SUCTION PEEK PLATES 70RX ARIEL CORP. KB1094L
5374,ARC-186566,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD ARIEL CORP. KB1679L
5375,ARC-186699,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REPAIR NYLON PLATES 77CT M/S ARIEL CORP. KB1957U
5376,ARC-197317,Misc,CATERPILLAR ROCKER ARM G3406 REBUILT CATERPILLAR 4N1045R
5377,ARC-199340,Shaft - Engine,CATERPILLAR SHAFT G342 MAIN WATER PUMP CATERPILLAR 6N5986
